movieId,title,genres,genres_clean,tags_combined,content_text,n_ratings,effective_alpha
44759,Basic Instinct 2 (2006),Crime|Drama|Mystery|Thriller,Crime Drama Mystery Thriller,,Crime Drama Mystery Thriller,3,0.26249999999999996
44761,Brick (2005),Crime|Drama|Film-Noir|Mystery,Crime Drama Film-Noir Mystery,,Crime Drama Film-Noir Mystery,12,0.49411764705882355
44773,"Dead Hate the Living!, The (2000)",Comedy|Horror,Comedy Horror,,Comedy Horror,1,0.11666666666666665
44777,Evil Aliens (2005),Comedy|Horror|Sci-Fi,Comedy Horror Sci-Fi,,Comedy Horror Sci-Fi,1,0.11666666666666665
44788,This Film Is Not Yet Rated (2006),Documentary,Documentary,,Documentary,6,0.3818181818181818
44828,Slither (2006),Comedy|Horror|Sci-Fi,Comedy Horror Sci-Fi,,Comedy Horror Sci-Fi,5,0.35
44840,"Benchwarmers, The (2006)",Comedy,Comedy,,Comedy,11,0.48124999999999996
44849,Renaissance (2006),Action|Animation|Film-Noir|Sci-Fi|Thriller,Action Animation Film-Noir Sci-Fi Thriller,,Action Animation Film-Noir Sci-Fi Thriller,1,0.11666666666666665
44851,Go for Zucker! (Alles auf Zucker!) (2004),Comedy,Comedy,,Comedy,1,0.11666666666666665
44864,Friends with Money (2006),Comedy|Drama|Romance,Comedy Drama Romance,,Comedy Drama Romance,4,0.31111111111111106
44889,Reefer Madness: The Movie Musical (2005),Comedy|Drama|Musical,Comedy Drama Musical,satire,Comedy Drama Musical satire,2,0.19999999999999998
44929,Candy (2006),Drama|Romance,Drama Romance,,Drama Romance,2,0.19999999999999998
44931,Secrets of a Soul (Geheimnisse einer Seele) (1926),Drama,Drama,,Drama,1,0.11666666666666665
44937,"Child, The (L'enfant) (2005)",Crime|Drama,Crime Drama,,Crime Drama,1,0.11666666666666665
44943,9/11 (2002),Documentary,Documentary,,Documentary,1,0.11666666666666665
44972,Scary Movie 4 (2006),Comedy|Horror,Comedy Horror,,Comedy Horror,12,0.49411764705882355
44974,Hard Candy (2005),Drama|Thriller,Drama Thriller,,Drama Thriller,12,0.49411764705882355
45028,"Prairie Home Companion, A (2006)",Comedy|Drama|Musical,Comedy Drama Musical,,Comedy Drama Musical,6,0.3818181818181818
45062,"Sentinel, The (2006)",Crime|Drama|Thriller,Crime Drama Thriller,,Crime Drama Thriller,2,0.19999999999999998
45074,"Wild, The (2006)",Adventure|Animation|Children|Comedy|Fantasy,Adventure Animation Children Comedy Fantasy,,Adventure Animation Children Comedy Fantasy,1,0.11666666666666665
45081,Silent Hill (2006),Fantasy|Horror|Thriller,Fantasy Horror Thriller,,Fantasy Horror Thriller,12,0.49411764705882355
45106,American Dreamz (2006),Comedy|Drama,Comedy Drama,,Comedy Drama,1,0.11666666666666665
45175,Kinky Boots (2005),Comedy|Drama,Comedy Drama,,Comedy Drama,4,0.31111111111111106
45183,"Protector, The (a.k.a. Warrior King) (Tom yum goong) (2005)",Action|Comedy|Crime|Thriller,Action Comedy Crime Thriller,,Action Comedy Crime Thriller,1,0.11666666666666665
45186,Mission: Impossible III (2006),Action|Adventure|Thriller,Action Adventure Thriller,,Action Adventure Thriller,28,0.5939393939393939
45208,RV (2006),Adventure|Children|Comedy,Adventure Children Comedy,,Adventure Children Comedy,3,0.26249999999999996
45210,United 93 (2006),Crime|Drama,Crime Drama,,Crime Drama,7,0.4083333333333333
45221,Stick It (2006),Comedy,Comedy,,Comedy,6,0.3818181818181818
45361,"American Haunting, An (2005)",Drama|Horror|Mystery|Thriller,Drama Horror Mystery Thriller,,Drama Horror Mystery Thriller,2,0.19999999999999998
45382,Down in the Valley (2005),Drama|Romance,Drama Romance,,Drama Romance,2,0.19999999999999998
45431,Over the Hedge (2006),Adventure|Animation|Children|Comedy,Adventure Animation Children Comedy,,Adventure Animation Children Comedy,14,0.5157894736842105
45440,Art School Confidential (2006),Comedy|Drama,Comedy Drama,,Comedy Drama,6,0.3818181818181818
45442,Poseidon (2006),Action|Adventure|Thriller|IMAX,Action Adventure Thriller IMAX,,Action Adventure Thriller IMAX,4,0.31111111111111106
45447,"Da Vinci Code, The (2006)",Drama|Mystery|Thriller,Drama Mystery Thriller,adventure audrey tautou conspiracy theory mystery paris tom hanks treasure hunt,Drama Mystery Thriller adventure audrey tautou conspiracy theory mystery paris tom hanks treasure hunt,49,0.6351851851851852
45499,X-Men: The Last Stand (2006),Action|Sci-Fi|Thriller,Action Sci-Fi Thriller,halle berry hugh jackman,Action Sci-Fi Thriller halle berry hugh jackman,52,0.63859649122807
45501,"Break-Up, The (2006)",Comedy|Drama|Romance,Comedy Drama Romance,,Comedy Drama Romance,11,0.48124999999999996
45503,Peaceful Warrior (2006),Drama,Drama,,Drama,1,0.11666666666666665
45517,Cars (2006),Animation|Children|Comedy,Animation Children Comedy,,Animation Children Comedy,41,0.6239130434782608
45635,"Notorious Bettie Page, The (2005)",Drama,Drama,,Drama,2,0.19999999999999998
45648,Game 6 (2005),Comedy|Drama,Comedy Drama,,Comedy Drama,1,0.11666666666666665
45658,On a Clear Day (2005),Drama,Drama,,Drama,1,0.11666666666666665
45662,"Omen, The (2006)",Horror|Thriller,Horror Thriller,,Horror Thriller,5,0.35
45666,Nacho Libre (2006),Comedy,Comedy,,Comedy,14,0.5157894736842105
45668,"Lake House, The (2006)",Drama|Fantasy|Romance,Drama Fantasy Romance,,Drama Fantasy Romance,10,0.4666666666666666
45672,Click (2006),Adventure|Comedy|Drama|Fantasy|Romance,Adventure Comedy Drama Fantasy Romance,,Adventure Comedy Drama Fantasy Romance,23,0.575
45720,"Devil Wears Prada, The (2006)",Comedy|Drama,Comedy Drama,,Comedy Drama,34,0.6102564102564102
45722,Pirates of the Caribbean: Dead Man's Chest (2006),Action|Adventure|Fantasy,Action Adventure Fantasy,,Action Adventure Fantasy,72,0.6545454545454545
45726,"You, Me and Dupree (2006)",Comedy,Comedy,,Comedy,6,0.3818181818181818
45728,Clerks II (2006),Comedy,Comedy,,Comedy,13,0.5055555555555555
45730,Lady in the Water (2006),Drama|Fantasy|Mystery,Drama Fantasy Mystery,bad disappointing faerie tale fairy tale far fetched m. night shyamalan paul giamatti,Drama Fantasy Mystery bad disappointing faerie tale fairy tale far fetched m. night shyamalan paul giamatti,9,0.45
45732,My Super Ex-Girlfriend (2006),Comedy|Fantasy|Romance,Comedy Fantasy Romance,,Comedy Fantasy Romance,6,0.3818181818181818
45880,Marie Antoinette (2006),Drama|Romance,Drama Romance,cinematography lyrical,Drama Romance cinematography lyrical,13,0.5055555555555555
45928,Who Killed the Electric Car? (2006),Documentary,Documentary,,Documentary,5,0.35
45950,"Inconvenient Truth, An (2006)",Documentary,Documentary,,Documentary,13,0.5055555555555555
45969,Career Opportunities (1991),Comedy|Romance,Comedy Romance,,Comedy Romance,1,0.11666666666666665
46062,High School Musical (2006),Children|Comedy|Drama|Musical|Romance,Children Comedy Drama Musical Romance,,Children Comedy Drama Musical Romance,3,0.26249999999999996
46105,I Am a Sex Addict (2005),Comedy|Documentary|Romance,Comedy Documentary Romance,,Comedy Documentary Romance,1,0.11666666666666665
46231,Stoned (2005),Drama,Drama,,Drama,1,0.11666666666666665
46322,Jet Li's Fearless (Huo Yuan Jia) (2006),Action|Drama,Action Drama,,Action Drama,8,0.4307692307692308
46335,"Fast and the Furious: Tokyo Drift, The (Fast and the Furious 3, The) (2006)",Action|Crime|Drama|Thriller,Action Crime Drama Thriller,,Action Crime Drama Thriller,11,0.48124999999999996
46337,Garfield: A Tail of Two Kitties (2006),Animation|Children|Comedy,Animation Children Comedy,,Animation Children Comedy,2,0.19999999999999998
46347,Metal: A Headbanger's Journey (2005),Documentary,Documentary,,Documentary,2,0.19999999999999998
46367,"Public Eye, The (1992)",Crime|Thriller,Crime Thriller,,Crime Thriller,1,0.11666666666666665
46530,Superman Returns (2006),Action|Adventure|Sci-Fi|IMAX,Action Adventure Sci-Fi IMAX,,Action Adventure Sci-Fi IMAX,25,0.5833333333333334
46559,"Road to Guantanamo, The (2006)",Drama|War,Drama War,,Drama War,1,0.11666666666666665
46572,Edmond (2005),Drama|Thriller,Drama Thriller,,Drama Thriller,3,0.26249999999999996
46574,"OH in Ohio, The (2006)",Comedy,Comedy,,Comedy,1,0.11666666666666665
46578,Little Miss Sunshine (2006),Adventure|Comedy|Drama,Adventure Comedy Drama,,Adventure Comedy Drama,77,0.6573170731707316
46664,"Fallen Idol, The (1948)",Drama|Mystery|Thriller,Drama Mystery Thriller,,Drama Mystery Thriller,1,0.11666666666666665
46723,Babel (2006),Drama|Thriller,Drama Thriller,brad pitt cate blanchett multiple storylines social commentary,Drama Thriller brad pitt cate blanchett multiple storylines social commentary,31,0.6027777777777777
46772,Strangers with Candy (2005),Comedy,Comedy,,Comedy,1,0.11666666666666665
46850,Wordplay (2006),Documentary,Documentary,,Documentary,3,0.26249999999999996
46855,Army of Shadows (L'armée des ombres) (1969),Action|Drama|Thriller|War,Action Drama Thriller War,,Action Drama Thriller War,1,0.11666666666666665
46862,Orchestra Rehearsal (Prova d'orchestra) (1978),Drama,Drama,,Drama,1,0.11666666666666665
46865,Little Man (2006),Comedy,Comedy,,Comedy,1,0.11666666666666665
46948,Monster House (2006),Animation|Children|Fantasy|Mystery,Animation Children Fantasy Mystery,,Animation Children Fantasy Mystery,9,0.45
46965,Snakes on a Plane (2006),Action|Comedy|Horror|Thriller,Action Comedy Horror Thriller,,Action Comedy Horror Thriller,14,0.5157894736842105
46967,Scoop (2006),Comedy|Fantasy|Mystery,Comedy Fantasy Mystery,,Comedy Fantasy Mystery,4,0.31111111111111106
46970,Talladega Nights: The Ballad of Ricky Bobby (2006),Action|Comedy,Action Comedy,,Action Comedy,28,0.5939393939393939
46972,Night at the Museum (2006),Action|Comedy|Fantasy|IMAX,Action Comedy Fantasy IMAX,ben stiller robin williams,Action Comedy Fantasy IMAX ben stiller robin williams,23,0.575
46974,World Trade Center (2006),Drama,Drama,,Drama,6,0.3818181818181818
46976,Stranger than Fiction (2006),Comedy|Drama|Fantasy|Romance,Comedy Drama Fantasy Romance,emma thompson maggie gyllenhaal modern fantasy romance surreal will ferrell,Comedy Drama Fantasy Romance emma thompson maggie gyllenhaal modern fantasy romance surreal will ferrell,44,0.6285714285714286
47044,Miami Vice (2006),Action|Crime|Drama|Thriller,Action Crime Drama Thriller,,Action Crime Drama Thriller,10,0.4666666666666666
47099,"Pursuit of Happyness, The (2006)",Drama,Drama,,Drama,46,0.6313725490196078
47122,John Tucker Must Die (2006),Comedy|Romance,Comedy Romance,,Comedy Romance,9,0.45
47124,"Ant Bully, The (2006)",Adventure|Animation|Children|Comedy|Fantasy|IMAX,Adventure Animation Children Comedy Fantasy IMAX,,Adventure Animation Children Comedy Fantasy IMAX,2,0.19999999999999998
47200,Crank (2006),Action|Thriller,Action Thriller,,Action Thriller,14,0.5157894736842105
47202,"Secret Life of Words, The (2005)",Drama|Romance,Drama Romance,,Drama Romance,1,0.11666666666666665
47254,Chaos (2005),Action|Crime|Drama|Thriller,Action Crime Drama Thriller,,Action Crime Drama Thriller,1,0.11666666666666665
47261,"Night Listener, The (2006)",Fantasy|Mystery|Thriller,Fantasy Mystery Thriller,,Fantasy Mystery Thriller,3,0.26249999999999996
47382,Step Up (2006),Drama|Romance,Drama Romance,,Drama Romance,4,0.31111111111111106
47384,Zoom (2006),Adventure|Comedy|Drama|Fantasy,Adventure Comedy Drama Fantasy,,Adventure Comedy Drama Fantasy,1,0.11666666666666665
47404,Mind Game (2004),Adventure|Animation|Comedy|Fantasy|Romance|Sci-Fi,Adventure Animation Comedy Fantasy Romance Sci-Fi,,Adventure Animation Comedy Fantasy Romance Sci-Fi,2,0.19999999999999998
47423,Half Nelson (2006),Drama,Drama,,Drama,5,0.35
47446,"Moustache, La (2005)",Drama|Mystery|Thriller,Drama Mystery Thriller,,Drama Mystery Thriller,1,0.11666666666666665
47465,Tideland (2005),Drama|Fantasy|Thriller,Drama Fantasy Thriller,,Drama Fantasy Thriller,3,0.26249999999999996
47491,Adam's Apples (Adams æbler) (2005),Comedy|Drama,Comedy Drama,,Comedy Drama,3,0.26249999999999996
47516,Material Girls (2006),Children|Comedy|Drama,Children Comedy Drama,,Children Comedy Drama,1,0.11666666666666665
47518,Accepted (2006),Comedy,Comedy,,Comedy,14,0.5157894736842105
47538,Crime Busters (1977),Action|Adventure|Comedy|Crime,Action Adventure Comedy Crime,,Action Adventure Comedy Crime,1,0.11666666666666665
47566,Born to Kill (1947),Crime|Drama|Film-Noir,Crime Drama Film-Noir,,Crime Drama Film-Noir,1,0.11666666666666665
47610,"Illusionist, The (2006)",Drama|Fantasy|Mystery|Romance,Drama Fantasy Mystery Romance,costume drama edward norton magic paul giamatti,Drama Fantasy Mystery Romance costume drama edward norton magic paul giamatti,43,0.6270833333333333
47629,The Queen (2006),Drama,Drama,,Drama,13,0.5055555555555555
47640,Beerfest (2006),Comedy,Comedy,,Comedy,6,0.3818181818181818
47644,Invincible (2006),Drama,Drama,,Drama,7,0.4083333333333333
47646,Idlewild (2006),Crime|Drama|Musical,Crime Drama Musical,,Crime Drama Musical,1,0.11666666666666665
47721,"Red Balloon, The (Ballon rouge, Le) (1956)",Children|Fantasy,Children Fantasy,,Children Fantasy,1,0.11666666666666665
47725,Angel-A (2005),Comedy|Drama|Fantasy|Romance,Comedy Drama Fantasy Romance,,Comedy Drama Fantasy Romance,3,0.26249999999999996
47736,"Chump at Oxford, A (1940)",Comedy,Comedy,,Comedy,1,0.11666666666666665
47774,"Icicle Thief, The (Ladri di saponette) (1989)",Comedy|Fantasy,Comedy Fantasy,,Comedy Fantasy,1,0.11666666666666665
47793,"Puffy Chair, The (2006)",Drama|Romance,Drama Romance,,Drama Romance,1,0.11666666666666665
47810,"Wicker Man, The (2006)",Horror|Mystery|Thriller,Horror Mystery Thriller,,Horror Mystery Thriller,4,0.31111111111111106
47894,"Wind That Shakes the Barley, The (2006)",Drama|War,Drama War,,Drama War,4,0.31111111111111106
47937,Severance (2006),Comedy|Horror|Thriller,Comedy Horror Thriller,,Comedy Horror Thriller,1,0.11666666666666665
47950,Hollywoodland (2006),Crime|Drama|Mystery|Thriller,Crime Drama Mystery Thriller,,Crime Drama Mystery Thriller,5,0.35
47952,"Covenant, The (2006)",Action|Horror|Thriller,Action Horror Thriller,,Action Horror Thriller,1,0.11666666666666665
47970,"Last Kiss, The (2006)",Comedy|Drama,Comedy Drama,,Comedy Drama,3,0.26249999999999996
47978,SherryBaby (2006),Drama,Drama,,Drama,1,0.11666666666666665
47997,Idiocracy (2006),Adventure|Comedy|Sci-Fi|Thriller,Adventure Comedy Sci-Fi Thriller,,Adventure Comedy Sci-Fi Thriller,18,0.5478260869565217
47999,Jesus Camp (2006),Documentary|Drama,Documentary Drama,,Documentary Drama,7,0.4083333333333333
48001,"Bow, The (Hwal) (2005)",Drama|Romance,Drama Romance,,Drama Romance,1,0.11666666666666665
48032,"Tiger and the Snow, The (La tigre e la neve) (2005)",Comedy|Drama|Romance|War,Comedy Drama Romance War,,Comedy Drama Romance War,1,0.11666666666666665
48043,"Fountain, The (2006)",Drama|Fantasy|Romance,Drama Fantasy Romance,,Drama Fantasy Romance,14,0.5157894736842105
48045,Fear City: A Family-Style Comedy (La cité de la peur) (1994),Comedy,Comedy,,Comedy,1,0.11666666666666665
48082,"Science of Sleep, The (La science des rêves) (2006)",Comedy|Drama|Fantasy|Romance,Comedy Drama Fantasy Romance,,Comedy Drama Fantasy Romance,11,0.48124999999999996
48142,"Black Dahlia, The (2006)",Crime|Drama|Mystery|Thriller,Crime Drama Mystery Thriller,,Crime Drama Mystery Thriller,6,0.3818181818181818
48150,"Woods, The (2006)",Horror,Horror,,Horror,1,0.11666666666666665
48161,Gridiron Gang (2006),Drama,Drama,,Drama,2,0.19999999999999998
48214,Land of Plenty (Angst and Alienation in America) (2004),Drama,Drama,,Drama,1,0.11666666666666665
48262,"Bridge, The (2006)",Documentary,Documentary,,Documentary,1,0.11666666666666665
48304,Apocalypto (2006),Adventure|Drama|Thriller,Adventure Drama Thriller,,Adventure Drama Thriller,19,0.5541666666666666
48319,Flyboys (2006),Action|Adventure|Drama|War,Action Adventure Drama War,,Action Adventure Drama War,1,0.11666666666666665
48322,Jackass Number Two (2006),Comedy|Documentary,Comedy Documentary,,Comedy Documentary,7,0.4083333333333333
48326,All the King's Men (2006),Drama,Drama,,Drama,3,0.26249999999999996
48342,Conversations with Other Women (2005),Comedy|Drama|Romance,Comedy Drama Romance,,Comedy Drama Romance,2,0.19999999999999998
48385,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan (2006),Comedy,Comedy,,Comedy,65,0.65
48394,"Pan's Labyrinth (Laberinto del fauno, El) (2006)",Drama|Fantasy|Thriller,Drama Fantasy Thriller,atmospheric bittersweet visually appealing,Drama Fantasy Thriller atmospheric bittersweet visually appealing,81,0.6593023255813953
48412,"Guardian, The (2006)",Action|Adventure|Drama,Action Adventure Drama,,Action Adventure Drama,4,0.31111111111111106
48414,Open Season (2006),Adventure|Animation|Children|Comedy|IMAX,Adventure Animation Children Comedy IMAX,,Adventure Animation Children Comedy IMAX,2,0.19999999999999998
48416,School for Scoundrels (2006),Comedy|Crime,Comedy Crime,,Comedy Crime,1,0.11666666666666665
48516,"Departed, The (2006)",Crime|Drama|Thriller,Crime Drama Thriller,way too long leonardo dicaprio suspense twist ending undercover cop atmospheric jack nicholson leonardo dicaprio martin scorsese suspense,Crime Drama Thriller way too long leonardo dicaprio suspense twist ending undercover cop atmospheric jack nicholson leonardo dicaprio martin scorsese suspense,107,0.66875
48518,"Texas Chainsaw Massacre: The Beginning, The (2006)",Horror|Thriller,Horror Thriller,,Horror Thriller,2,0.19999999999999998
48520,Employee of the Month (2006),Comedy,Comedy,,Comedy,6,0.3818181818181818
48560,Running With Scissors (2006),Comedy|Drama,Comedy Drama,,Comedy Drama,1,0.11666666666666665
48593,Man of the Year (2006),Comedy|Thriller,Comedy Thriller,,Comedy Thriller,3,0.26249999999999996
48596,"Marine, The (2006)",Action|Drama|Thriller,Action Drama Thriller,,Action Drama Thriller,2,0.19999999999999998
48598,Infamous (2006),Drama,Drama,,Drama,2,0.19999999999999998
48638,Fellini's Casanova (Il Casanova di Federico Fellini) (1976),Drama|Romance,Drama Romance,,Drama Romance,2,0.19999999999999998
48649,Chapayev (1934),Drama|War,Drama War,,Drama War,1,0.11666666666666665
48678,Feast (2005),Action|Comedy|Horror|Thriller,Action Comedy Horror Thriller,,Action Comedy Horror Thriller,2,0.19999999999999998
48696,Little Children (2006),Drama|Romance,Drama Romance,,Drama Romance,4,0.31111111111111106
48698,Deliver Us from Evil (2006),Documentary,Documentary,the catholic church is the most corrupt organization in history,Documentary the catholic church is the most corrupt organization in history,2,0.19999999999999998
48738,"Last King of Scotland, The (2006)",Drama|Thriller,Drama Thriller,,Drama Thriller,20,0.5599999999999999
48741,"U.S. vs. John Lennon, The (2006)",Documentary,Documentary,,Documentary,1,0.11666666666666665
48744,Shortbus (2006),Comedy|Drama|Romance,Comedy Drama Romance,,Comedy Drama Romance,3,0.26249999999999996
48774,Children of Men (2006),Action|Adventure|Drama|Sci-Fi|Thriller,Action Adventure Drama Sci-Fi Thriller,,Action Adventure Drama Sci-Fi Thriller,64,0.6492753623188405
48780,"Prestige, The (2006)",Drama|Mystery|Sci-Fi|Thriller,Drama Mystery Sci-Fi Thriller,ummarti2006 atmospheric enigmatic,Drama Mystery Sci-Fi Thriller ummarti2006 atmospheric enigmatic,90,0.6631578947368421
48783,Flags of Our Fathers (2006),Drama|War,Drama War,,Drama War,11,0.48124999999999996
48872,13 Tzameti (2005),Film-Noir|Thriller,Film-Noir Thriller,,Film-Noir Thriller,1,0.11666666666666665
48877,Saw III (2006),Crime|Horror|Thriller,Crime Horror Thriller,,Crime Horror Thriller,11,0.48124999999999996
48879,Catch a Fire (2006),Drama|Thriller,Drama Thriller,,Drama Thriller,2,0.19999999999999998
48883,Death of a President (2006),Crime|Drama|Mystery|Thriller,Crime Drama Mystery Thriller,,Crime Drama Mystery Thriller,2,0.19999999999999998
48982,Flushed Away (2006),Animation|Comedy,Animation Comedy,,Animation Comedy,7,0.4083333333333333
48997,Perfume: The Story of a Murderer (2006),Crime|Drama|Thriller,Crime Drama Thriller,,Crime Drama Thriller,8,0.4307692307692308
49013,"Santa Clause 3: The Escape Clause, The (2006)",Comedy|Fantasy,Comedy Fantasy,,Comedy Fantasy,2,0.19999999999999998
49110,Mom and Dad Save the World (1992),Comedy|Sci-Fi,Comedy Sci-Fi,,Comedy Sci-Fi,1,0.11666666666666665
49130,"Good Year, A (2006)",Comedy|Drama|Romance,Comedy Drama Romance,marion cotillard,Comedy Drama Romance marion cotillard,3,0.26249999999999996
49132,Shut Up & Sing (2006),Documentary,Documentary,,Documentary,3,0.26249999999999996
49220,For Your Consideration (2006),Comedy,Comedy,,Comedy,4,0.31111111111111106
49263,Fuck (2005),Comedy|Documentary,Comedy Documentary,,Comedy Documentary,1,0.11666666666666665
49265,Shooting Dogs (a.k.a. Beyond the Gates) (2005),Documentary|Drama|War,Documentary Drama War,,Documentary Drama War,1,0.11666666666666665
49272,Casino Royale (2006),Action|Adventure|Thriller,Action Adventure Thriller,,Action Adventure Thriller,81,0.6593023255813953
49274,Happy Feet (2006),Adventure|Animation|Children|Comedy|IMAX,Adventure Animation Children Comedy IMAX,,Adventure Animation Children Comedy IMAX,11,0.48124999999999996
49276,Let's Go to Prison (2006),Comedy,Comedy,,Comedy,3,0.26249999999999996
49278,Déjà Vu (Deja Vu) (2006),Action|Sci-Fi|Thriller,Action Sci-Fi Thriller,,Action Sci-Fi Thriller,20,0.5599999999999999
49280,Bobby (2006),Drama,Drama,,Drama,3,0.26249999999999996
49284,10 Items or Less (2006),Comedy|Drama|Romance,Comedy Drama Romance,,Comedy Drama Romance,3,0.26249999999999996
49286,"Holiday, The (2006)",Comedy|Romance,Comedy Romance,,Comedy Romance,24,0.5793103448275861
49314,Harsh Times (2006),Action|Crime|Drama,Action Crime Drama,,Action Crime Drama,1,0.11666666666666665
49347,Fast Food Nation (2006),Drama,Drama,,Drama,3,0.26249999999999996
49389,The Great Train Robbery (1903),Crime|Western,Crime Western,,Crime Western,2,0.19999999999999998
49396,Tenacious D in The Pick of Destiny (2006),Adventure|Comedy|Musical,Adventure Comedy Musical,,Adventure Comedy Musical,9,0.45
49524,"Nativity Story, The (2006)",Drama,Drama,,Drama,2,0.19999999999999998
49530,Blood Diamond (2006),Action|Adventure|Crime|Drama|Thriller|War,Action Adventure Crime Drama Thriller War,africa corruption jennifer connelly justice leonardo dicaprio,Action Adventure Crime Drama Thriller War africa corruption jennifer connelly justice leonardo dicaprio,53,0.6396551724137931
49647,Charlotte's Web (2006),Children|Comedy|Drama|Fantasy,Children Comedy Drama Fantasy,,Children Comedy Drama Fantasy,3,0.26249999999999996
49649,Eragon (2006),Action|Adventure|Fantasy,Action Adventure Fantasy,,Action Adventure Fantasy,12,0.49411764705882355
49651,Rocky Balboa (2006),Action|Drama,Action Drama,,Action Drama,14,0.5157894736842105
49666,Fur: An Imaginary Portrait of Diane Arbus (2006),Drama|Fantasy|Romance,Drama Fantasy Romance,,Drama Fantasy Romance,1,0.11666666666666665
49688,"Dam Busters, The (1955)",Action|Drama|War,Action Drama War,,Action Drama War,1,0.11666666666666665
49735,Another Gay Movie (2006),Comedy,Comedy,,Comedy,1,0.11666666666666665
49772,"Painted Veil, The (2006)",Drama|Romance,Drama Romance,,Drama Romance,4,0.31111111111111106
49793,We Are Marshall (2006),Drama,Drama,,Drama,2,0.19999999999999998
49822,"Good Shepherd, The (2006)",Drama|Thriller,Drama Thriller,,Drama Thriller,7,0.4083333333333333
49824,Dreamgirls (2006),Drama|Musical,Drama Musical,,Drama Musical,5,0.35
49910,Freedom Writers (2007),Drama,Drama,,Drama,4,0.31111111111111106
49917,When the Levees Broke: A Requiem in Four Acts (2006),Documentary,Documentary,,Documentary,1,0.11666666666666665
49932,Inland Empire (2006),Drama|Mystery|Thriller,Drama Mystery Thriller,,Drama Mystery Thriller,6,0.3818181818181818
49957,"History Boys, The (2006)",Comedy|Drama,Comedy Drama,,Comedy Drama,2,0.19999999999999998
49961,Notes on a Scandal (2006),Drama,Drama,,Drama,4,0.31111111111111106
50003,DOA: Dead or Alive (2006),Action|Adventure,Action Adventure,,Action Adventure,2,0.19999999999999998
50005,Curse of the Golden Flower (Man cheng jin dai huang jin jia) (2006),Action|Drama,Action Drama,,Action Drama,3,0.26249999999999996
50064,"Good German, The (2006)",Drama|Mystery|Thriller,Drama Mystery Thriller,,Drama Mystery Thriller,1,0.11666666666666665
50068,Letters from Iwo Jima (2006),Drama|War,Drama War,,Drama War,17,0.5409090909090909
50147,Black Christmas (2006),Action|Horror|Thriller,Action Horror Thriller,,Action Horror Thriller,1,0.11666666666666665
50158,Stomp the Yard (2007),Drama|Musical,Drama Musical,,Drama Musical,2,0.19999999999999998
50160,Miss Potter (2006),Drama,Drama,,Drama,2,0.19999999999999998
50189,American Pie Presents The Naked Mile (American Pie 5: The Naked Mile) (2006),Comedy|Romance,Comedy Romance,,Comedy Romance,3,0.26249999999999996
50274,Venus (2006),Drama|Romance,Drama Romance,,Drama Romance,2,0.19999999999999998
50354,The Return of Don Camillo (1953),Comedy,Comedy,,Comedy,1,0.11666666666666665
50356,The Little World of Don Camillo (1952),Comedy,Comedy,,Comedy,1,0.11666666666666665
50440,Primeval (2007),Horror|Thriller,Horror Thriller,,Horror Thriller,1,0.11666666666666665
50442,Alpha Dog (2007),Crime|Drama,Crime Drama,,Crime Drama,8,0.4307692307692308
50445,"Hitcher, The (2007)",Action|Horror|Thriller,Action Horror Thriller,,Action Horror Thriller,2,0.19999999999999998
50514,After the Wedding (Efter brylluppet) (2006),Drama,Drama,,Drama,1,0.11666666666666665
50601,Bridge to Terabithia (2007),Adventure|Children|Fantasy,Adventure Children Fantasy,,Adventure Children Fantasy,9,0.45
50610,Beer League (2006),Comedy,Comedy,,Comedy,1,0.11666666666666665
50613,Dead Meat (2004),Horror,Horror,,Horror,1,0.11666666666666665
50658,49 Up (2005),Documentary,Documentary,,Documentary,2,0.19999999999999998
50685,Waitress (2007),Comedy|Drama|Romance,Comedy Drama Romance,,Comedy Drama Romance,6,0.3818181818181818
50740,Seven Up! (1964),Documentary,Documentary,,Documentary,3,0.26249999999999996
50792,Catch and Release (2006),Comedy|Drama|Romance,Comedy Drama Romance,,Comedy Drama Romance,2,0.19999999999999998
50794,Smokin' Aces (2006),Action|Crime|Drama|Thriller,Action Crime Drama Thriller,,Action Crime Drama Thriller,10,0.4666666666666666
50796,Blood and Chocolate (2007),Drama|Fantasy|Horror|Romance,Drama Fantasy Horror Romance,,Drama Fantasy Horror Romance,2,0.19999999999999998
50798,Epic Movie (2007),Adventure|Comedy,Adventure Comedy,,Adventure Comedy,4,0.31111111111111106
50800,"Messengers, The (2007)",Drama|Horror|Thriller,Drama Horror Thriller,,Drama Horror Thriller,2,0.19999999999999998
50802,Because I Said So (2007),Comedy|Drama|Romance,Comedy Drama Romance,,Comedy Drama Romance,3,0.26249999999999996
50804,Hannibal Rising (2007),Drama|Horror|Thriller,Drama Horror Thriller,,Drama Horror Thriller,3,0.26249999999999996
50806,Norbit (2007),Comedy|Romance,Comedy Romance,,Comedy Romance,1,0.11666666666666665
50842,"Boss of It All, The (Direktøren for det hele) (2006)",Comedy|Drama,Comedy Drama,,Comedy Drama,2,0.19999999999999998
50851,Cocaine Cowboys (2006),Documentary,Documentary,,Documentary,2,0.19999999999999998
50872,Ratatouille (2007),Animation|Children|Drama,Animation Children Drama,a clever chef rat inspirational clever inspirational,Animation Children Drama a clever chef rat inspirational clever inspirational,72,0.6545454545454545
